addr1,addr2,areacode,contentid,contenttypeid,firstimage,firstimage2,mapx,mapy,mlevel,tel,title,zipcode
전라남도 신안군 흑산면 가거도길 38-2,(흑산면),38,127480,12,,,125.1125145,34.07401665,6,,가거도(소흑산도),58866
전라남도 진도군 고군면 신비의바닷길 47,(고군면),38,126273,12,http://tong.visitkorea.or.kr/cms/resource/17/1608017_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1608017_image3_1.jpg,126.3547412,34.43545949,6,,가계해변,58911
전라남도 담양군 용면 용소길 261,,38,127423,12,http://tong.visitkorea.or.kr/cms/resource/13/824513_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/824513_image3_1.jpg,127.0227047,35.44518737,7,,가마골계곡,57300
전라남도 담양군 용면 용소길 261,,38,2014192,12,http://tong.visitkorea.or.kr/cms/resource/29/1941029_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1941029_image3_1.jpg,127.0227797,35.4450485,6,,가마골생태공원,57300
전라남도 영광군 홍농읍 가마미로 355,,38,126289,12,http://tong.visitkorea.or.kr/cms/resource/54/189654_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/189654_image3_1.jpg,126.409077,35.39972939,6,,가마미해수욕장,57000
전라남도 진도군 조도면 가사도길 106,,38,578400,12,,,126.0510003,34.47893028,6,,가사도,58953
전라남도 진도군 조도면 가사도돌목길,,38,129141,12,,,126.0429126,34.4611877,6,,가사도 등대,58953
전라남도 완도군 약산면 해동리,,38,2615324,12,http://tong.visitkorea.or.kr/cms/resource/52/2825152_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/52/2825152_image3_1.JPG,126.9277953,34.36983735,6,,가사동백숲해변,59136
전라남도 완도군 약산면,,38,1916695,12,,,126.9281702,34.37048728,6,,가사해수욕장,59136
전라남도 장성군 삼서면 영장로 2015,,38,1957336,12,,,126.6931004,35.23132266,6,,가산서원,57256
전라남도 강진군 도암면 월곶로 473,(도암면),38,2024432,12,,,126.7726523,34.52837259,6,,가우도,59251
전라남도 강진군 도암면 신기리,,38,2514003,12,http://tong.visitkorea.or.kr/cms/resource/74/2648674_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2648674_image3_1.jpg,126.7717357,34.52886696,6,,가우도 출렁다리,59251
전라남도 곡성군 고달면 가정마을길 120,(고달면),38,128427,12,,,127.3712767,35.2263181,6,,가정녹색농촌체험마을,57547
전남 완도군 소안면 미라리,,38,799819,12,http://tong.visitkorea.or.kr/cms/resource/75/786375_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/786375_image3_1.jpg,126.6593101,34.15221835,6,,가학산,"537-831,1"
전라남도 진도군 조도면 관매작흘도길 6,,38,580102,12,,,126.0510943,34.25776064,6,,각흘도,58958
전라남도 해남군 송지면 땅끝마을길 82,,38,129024,12,http://tong.visitkorea.or.kr/cms/resource/92/981992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/981992_image3_1.jpg,126.5285847,34.29980529,6,,갈두마을(땅끝마을),59065
전라남도 진도군 조도면 진목도갈목길 10,,38,580288,12,,,125.9471912,34.30622579,6,,갈목도,58956
전라남도 목포시 남농로 135,일대 (용해동),38,126828,12,http://tong.visitkorea.or.kr/cms/resource/60/2515460_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2515460_image2_1.jpg,126.4209824,34.79365643,6,,갓바위 문화타운,58699
전라남도 강진군 군동면 호라길 199-39,(군동면),38,1957338,12,,,126.8026716,34.65437839,6,,강덕사,59220
전라남도 장흥군 유치면 유치로 70,,38,1957340,12,http://tong.visitkorea.or.kr/cms/resource/93/2724793_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/93/2724793_image2_1.JPG,126.8342347,34.80152905,6,,강성서원,59301
전라남도 강진군 신전면 논정길 10-3,,38,801871,12,http://tong.visitkorea.or.kr/cms/resource/79/1970879_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/1970879_image3_1.jpg,126.745872,34.49850327,6,,강진 갯들소리마을,59254
전라남도 강진군 대구면 사당리,,38,126416,12,http://tong.visitkorea.or.kr/cms/resource/38/1606638_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1606638_image3_1.jpg,126.8017669,34.508142,6,,강진 고려청자 요지,59263
전라남도 강진군 군동면 까치내로 261-21,,38,129696,12,http://tong.visitkorea.or.kr/cms/resource/95/220695_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/220695_image3_1.jpg,126.7773458,34.66643218,6,,강진 금곡사 삼층석탑,59221
전라남도 강진군 도암면 백련사길 145,,38,1624429,12,http://tong.visitkorea.or.kr/cms/resource/53/211953_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/211953_image3_1.jpg,126.7479252,34.58774052,6,,강진 백련사 동백나무 숲,59248
전라남도 강진군 대구면 청자해안길 253,,38,1349796,12,,,126.7939013,34.49287414,6,,강진 백사어촌체험마을,59266
전라남도 강진군 성전면 월하안운길 100-63,,38,2515265,12,,,126.6998841,34.74209183,6,,강진 백운동별서정원,59201
전라남도 강진군 병영면 동삼인길 20,,38,128952,12,http://tong.visitkorea.or.kr/cms/resource/04/2515604_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/2515604_image2_1.jpg,126.8181743,34.71489963,6,,강진 병영마을 옛 담장,59214
전라남도 강진군 병영면 동삼인길 28-10,,38,129693,12,http://tong.visitkorea.or.kr/cms/resource/98/220698_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/220698_image3_1.jpg,126.8191381,34.7148441,6,,강진 삼인리 비자나무,59214
전라남도 강진군 마량면 까막섬로 75-7,,38,1350167,12,,,126.8076232,34.45366209,6,,강진 서중어촌체험마을,59267
전라남도 강진군 성전면 월남1길 100,(성전면),38,226926,12,http://tong.visitkorea.or.kr/cms/resource/99/221199_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/221199_image3_1.jpg,126.7113275,34.74298081,6,,강진 월남사지 삼층석탑,59200
전라남도 강진군 성전면 월남1길 106-1,,38,129697,12,http://tong.visitkorea.or.kr/cms/resource/59/220659_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/220659_image3_1.jpg,126.7107359,34.74270861,6,,강진 월남사지 진각국사비,59200
전라남도 강진군 병영면 병영성로 175,,38,127110,12,http://tong.visitkorea.or.kr/cms/resource/70/2654570_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2654570_image3_1.jpg,126.8171493,34.71997127,6,,강진 전라병영성,59214
전라남도 강진군 마량면 마량리,,38,129692,12,http://tong.visitkorea.or.kr/cms/resource/37/2515537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2515537_image2_1.jpg,126.8157781,34.45334282,6,,강진마도진만호성지,59269
전라남도 강진군 신전면 벌정리,,38,126645,12,http://tong.visitkorea.or.kr/cms/resource/19/220619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/220619_image3_1.jpg,126.7701509,34.59522338,6,,강진만,59254
전라남도 강진군 강진읍 영랑생가길 15,,38,127111,12,http://tong.visitkorea.or.kr/cms/resource/87/1954887_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1954887_image3_1.jpg,126.7652918,34.64219303,6,,강진영랑생가,59228
전라남도 강진군 강진읍 향교로 140,,38,1624164,12,http://tong.visitkorea.or.kr/cms/resource/40/1608440_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/1608440_image3_1.jpg,126.7714883,34.65036166,6,,강진향교,59222
전라남도 담양군 담양읍 메타세쿼이아로 47,,38,2638437,12,http://tong.visitkorea.or.kr/cms/resource/28/2639428_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2639428_image2_1.jpg,127.0067119,35.32516179,6,,개구리생태공원,57351
전라남도 화순군 춘양면 변천길 389,,38,127147,12,http://tong.visitkorea.or.kr/cms/resource/46/1608446_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1608446_image3_1.jpg,126.9153916,34.90447161,6,,개천사,58159
전라남도 고흥군 도양읍,,38,2703718,12,,,127.1293326,34.50669762,6,,거금대교,59564
전라남도 고흥군 금산면 일원,,38,128920,12,http://tong.visitkorea.or.kr/cms/resource/97/2043897_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2043897_image3_1.jpg,127.1657612,34.45930354,6,,거금도,59566
전라남도 고흥군 금산면 거금일주로 1877,,38,2032450,12,http://tong.visitkorea.or.kr/cms/resource/69/2012369_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2012369_image3_1.jpg,127.2156653,34.45388832,6,,거금생태숲,59566
전라남도 여수시 삼산면 거문길 103,,38,126283,12,,,127.3089481,34.02749019,6,,거문도,59790
전라남도 여수시 거문도등대길 299 항로표지관리소,,38,129151,12,http://tong.visitkorea.or.kr/cms/resource/10/1954910_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1954910_image3_1.jpg,127.3219613,34.00843141,6,,거문도 등대,59790
전라남도 여수시 삼산면 거문리,,38,988129,12,,,127.3072486,34.01235851,6,,거문도 신선바위,"556-851,1"
전라남도 여수시 삼산면 거문도등대길 56,삼산면 덕촌리 322,38,2723663,12,http://tong.visitkorea.or.kr/cms/resource/91/2664391_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2664391_image3_1.jpg,127.3039792,34.01982707,6,,거문도(유림)해수욕장,59790
전라남도 여수시 거북선공원2길 10,(학동),38,2752372,12,,,127.6667404,34.76062835,6,,거북선공원,59676
전라남도 여수시 종화동,(종화동),38,2508988,12,,,127.7495115,34.73643526,6,,거북선대교,59746
전라남도 순천시 별량면 거차길 57-16,,38,2612816,12,http://tong.visitkorea.or.kr/cms/resource/13/1844613_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1844613_image3_1.jpg,127.4466522,34.83721041,6,,거차뻘배마을,58030
전라남도 곡성군 겸면,,38,129282,12,,,127.1730491,35.25135909,6,,겸면목화공원,57516
전라남도 순천시 주암면 죽림리,,38,1957342,12,,,127.2495078,35.08124348,6,,겸천서원,57911
전라남도 나주시 노안면 영평리,,38,1957344,12,,,126.7067061,35.06658317,6,,경현서원,58210
전라남도 영광군 홍농읍 계마리,(홍농읍),38,228869,12,http://tong.visitkorea.or.kr/cms/resource/42/2719842_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2719842_image3_1.jpg,126.4068274,35.39296901,6,,계마항,57000
전라남도 영광군 영광읍 청보리로3길 31,,38,1957346,12,,,126.5189197,35.30181177,6,,계송서원,57022
전라남도 완도군 고금면 신장길 31-8,,38,2752416,12,http://tong.visitkorea.or.kr/cms/resource/36/2752436_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/36/2752436_image2_1.JPG,126.8246284,34.40625101,6,,고금도,59132
전라남도 장흥군 관산읍 고마리,,38,129109,12,http://tong.visitkorea.or.kr/cms/resource/08/2515608_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2515608_image2_1.jpg,126.9864937,34.56723012,6,,고마리마을,59356
전라남도 해남군 해남읍 녹우당길 135,,38,553319,12,,,126.6225205,34.55125643,6,,고산 윤선도 유적지,59046
전라남도 장흥군 장평면 하탑동길 120,,38,127937,12,,,126.9687598,34.76526871,6,,고산사(장흥),59306
전라남도 장성군 진원면 고산로 68,,38,126400,12,,,126.8414723,35.27267604,6,,고산서원(장성),57245
전라남도 강진군 강진읍 고성길 260,(강진읍),38,297983,12,,,126.7652054,34.65772184,6,,고성사(강진),59227
전라남도 여수시 종화동,,38,2514658,12,http://tong.visitkorea.or.kr/cms/resource/77/2601677_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2601677_image3_1.jpg,127.74059,34.73835712,6,,고소동 천사벽화마을,59740
전라남도 해남군 황산면 고천암로 752-14,,38,2755146,12,http://tong.visitkorea.or.kr/cms/resource/29/2755129_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2755129_image2_1.jpg,126.4627297,34.5231903,6,,고천암 자연생태공원,59009
전라남도 해남군 황산면 고천암로,,38,128807,12,http://tong.visitkorea.or.kr/cms/resource/27/2367427_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2367427_image3_1.jpg,126.4715928,34.52364317,6,,고천암호(철새도래지),"536-800,1"
전라남도 목포시 고하도안길 234,(달동),38,2706019,12,http://tong.visitkorea.or.kr/cms/resource/17/2706017_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2706017_image3_1.jpg,126.3592244,34.77798219,6,,고하도 전망대,58762
전라남도 목포시 고하도안길 234,,38,2656482,12,http://tong.visitkorea.or.kr/cms/resource/11/2676111_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2676111_image2_1.jpg,126.3592244,34.77798219,6,,고하도 해상테마파크,58762
전라남도 목포시 달동 779-2,,38,2760815,12,,,126.3730401,34.76589766,6,,고하도선착장,58762
전라남도 목포시 고하도길 175,(달동),38,231920,12,,,126.3727234,34.76652259,6,,고하도이충무공유적,58762
전라남도 고흥군 남성3길 67,,38,1350855,12,,,127.4055191,34.52557518,6,,고흥 남성어촌체험마을,59527
전라남도 고흥군 두원면 동신안길 21-6,(두원면),38,1624116,12,http://tong.visitkorea.or.kr/cms/resource/50/1608450_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1608450_image3_1.jpg,127.2837657,34.64322939,6,,고흥 무열사,59514
전라남도 고흥군 대서면 동서로 925,,38,1348630,12,http://tong.visitkorea.or.kr/cms/resource/00/2516100_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2516100_image2_1.jpg,127.2648705,34.74089867,6,,고흥 신기거북이마을,59508
전라남도 고흥군 도양읍 목넘가는길 34,(도양읍),38,250439,12,,,127.1319208,34.52769254,6,,고흥 쌍충사,59557
전라남도 고흥군 대서면 동서로 923,,38,1350859,12,,,127.2647594,34.74115142,6,,고흥 안남어촌체험마을,59508
전라남도 고흥군 풍양면 대청길 33-11,,38,250440,12,http://tong.visitkorea.or.kr/cms/resource/82/2043882_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2043882_image3_1.jpg,127.2353523,34.57239206,6,,고흥 유자공원,59548
전라남도 고흥군 고흥읍 후동길 4,,38,126980,12,,,127.2855886,34.61074695,6,,고흥 존심당 및 아문,59535
전라남도 고흥군 포두면 팔영로 405,,38,2380837,12,http://tong.visitkorea.or.kr/cms/resource/47/2380847_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2380847_image2_1.jpg,127.393341,34.58221863,6,,고흥 해창만 간척지 공원,59523
전라남도 고흥군 도화면 발포성촌길 3,(도화면),38,250441,12,http://tong.visitkorea.or.kr/cms/resource/54/1608454_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1608454_image3_1.jpg,127.3359096,34.48408419,6,,고흥발포만호성,59528
전라남도 고흥군 영남면 해맞이로 840,,38,2380835,12,http://tong.visitkorea.or.kr/cms/resource/90/2662690_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/90/2662690_image2_1.bmp,127.4923045,34.58501168,6,,고흥우주발사전망대,59521
전라남도 고흥군 신호산장길 73-19,,38,2924827,12,http://tong.visitkorea.or.kr/cms/resource/15/2924815_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/15/2924815_image3_1.JPG,127.3036372,34.6043813,6,,고흥장수호힐링정원,59536
전라남도 고흥군 고흥읍 흥양길 90-29,(고흥읍),38,250442,12,http://tong.visitkorea.or.kr/cms/resource/66/1608466_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/1608466_image3_1.jpg,127.2806779,34.61417148,6,,고흥향교,59534
전라남도 곡성군 곡성읍 영운1길 33,,38,126399,12,http://tong.visitkorea.or.kr/cms/resource/32/1609432_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/1609432_image3_1.jpg,127.2932709,35.28743486,6,,곡성 단군전,57534
전라남도 곡성군 곡성읍 읍내리,,38,2616190,12,,,127.3009729,35.29134288,6,,곡성 메타세쿼이아길,57533
전라남도 곡성군 죽곡면 하한리,,38,129317,12,,,127.3951759,35.17459935,6,,곡성 하늘나리마을,57551
전라남도 곡성군 입면 제월리,,38,250354,12,http://tong.visitkorea.or.kr/cms/resource/79/2516079_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2516079_image2_1.jpg,127.220232,35.32249353,6,,곡성 함허정,57511
전라남도 구례군 구례읍 섬진강로 1234,(구례읍),38,250345,12,,,127.3692074,35.22671524,6,,곡성섬진강천문대,57662
전라남도 곡성군 곡성읍 곡성로 920,,38,2715613,12,http://tong.visitkorea.or.kr/cms/resource/91/2716291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2716291_image3_1.jpg,127.3036923,35.28367435,6,,곡성역,57533
전라남도 곡성군 곡성읍 교촌길 85,,38,126403,12,,,127.281772,35.28515992,6,,곡성향교,57538
전라남도 순천시 순광로 105-17,(조례동),38,1957351,12,,,127.5312916,34.96028971,6,,곡수서원,57931
전라남도 순천시 금곡동 134-2,,38,2792585,12,http://tong.visitkorea.or.kr/cms/resource/12/2795912_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2795912_image2_1.jpg,127.4783575,34.9548283,6,,공마당둘레길,
전라남도 진도군 조도면 맹골곽도길 23,,38,580302,12,,,125.8592348,34.19743381,6,,곽도,58958
전라남도 진도군 조도면 관매도길 71,,38,127549,12,http://tong.visitkorea.or.kr/cms/resource/31/2824531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2824531_image3_1.jpg,126.0520835,34.24113752,6,,관매도,58958
전남 담양군 담양읍 객사리1,"(객사리, 남산리 일원)",38,128981,12,,,126.9856027,35.32396435,6,,관방제림,"517-802,1"
전라남도 진도군 조도면 관사도길 20-10,,38,580311,12,,,125.9753331,34.30949809,6,,관사도,58956
전라남도 곡성군 오산면 성덕관음길 453,,38,128082,12,http://tong.visitkorea.or.kr/cms/resource/90/2032690_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2032690_image3_1.jpg,127.1653257,35.21473809,6,,관음사(곡성),57519
전라남도 진도군 조도면 가사도길 42-365,,38,129228,12,http://tong.visitkorea.or.kr/cms/resource/05/195405_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/195405_image3_1.jpg,126.1047278,34.52837559,6,,광대도,58953
전라남도 광양시 다압면 섬진강매화로 1563-1,,38,126669,12,,,127.7153474,35.08039885,6,,광양 매화마을,57709
전라남도 광양시 옥룡면 운암길 83,,38,126667,12,http://tong.visitkorea.or.kr/cms/resource/62/2833462_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2833462_image3_1.jpg,127.609227,35.0461203,6,,광양 옥룡사 동백나무 숲,57702
전라남도 광양시 옥룡면 백계1길 71,,38,1623771,12,http://tong.visitkorea.or.kr/cms/resource/21/1606821_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/1606821_image3_1.jpg,127.6060828,35.04730067,6,,광양 옥룡사지,57702
전라남도 광양시 진월면 망덕길 249,,38,2614384,12,,,127.759188,34.97079249,6,,광양 윤동주 유고보존 정병욱 가옥,57712
전라남도 광양시 봉강면 신촌길 21-6,,38,1346871,12,http://tong.visitkorea.or.kr/cms/resource/94/2515694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2515694_image2_1.jpg,127.562428,35.05865974,6,,광양 형제 의병장마을,57700
전라남도 광양시 광양읍 인덕로 1100,,38,2469406,12,,,127.5827644,34.98086607,6,,광양만권 경제자유구역 홍보관,57741
전라남도 광양시 서천1길 44,,38,2915925,12,http://tong.visitkorea.or.kr/cms/resource/98/2915898_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/2915898_image3_1.JPG,127.5790844,34.96960616,6,,광양불고기특화거리,57754
전라남도 광양시 광양읍 강정길 33,,38,2663268,12,http://tong.visitkorea.or.kr/cms/resource/68/2563268_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2563268_image3_1.jpg,127.6086181,34.96134926,,,광양와인동굴,57749
전라남도 광양시 광양읍 향교길 67,,38,1624171,12,http://tong.visitkorea.or.kr/cms/resource/71/1608471_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1608471_image3_1.jpg,127.5881194,34.98244376,6,,광양향교,57734
전라남도 보성군 벌교읍 태백산맥길 19,,38,1693628,12,,,127.34325,34.84393289,6,,구 보성여관,59428
전라남도 영암군 서호면 화소길 20,,38,1624251,12,http://tong.visitkorea.or.kr/cms/resource/53/1609353_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/1609353_image3_1.jpg,126.6042288,34.73414948,6,,구고사 및 김완장군부조묘,58440
전라남도 구례군 마산면 화엄사로 539,,38,126632,12,http://tong.visitkorea.or.kr/cms/resource/83/1917883_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1917883_image3_1.jpg,127.4977425,35.25731402,6,,구례 관광특구,57616
전라남도 구례군 산동면 위안월계길 6-12,,38,1269517,12,http://tong.visitkorea.or.kr/cms/resource/34/2616834_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2616834_image3_1.jpg,127.4849694,35.33598547,6,,구례 산수유마을,57605
전라남도 구례군 토지면 송정리,,38,1186170,12,http://tong.visitkorea.or.kr/cms/resource/89/1117489_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1117489_image3_1.jpg,127.564977,35.19714975,6,,구례 석주관 칠의사묘,57623
전라남도 구례군 토지면 섬진강대로 4638-8,,38,1624185,12,http://tong.visitkorea.or.kr/cms/resource/07/1609107_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1609107_image3_1.jpg,127.5661269,35.1973803,6,,구례 석주관성,57623
전라남도 구례군 문척면,,38,2648994,12,http://tong.visitkorea.or.kr/cms/resource/90/2648990_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2648990_image3_1.jpg,127.4697387,35.17925845,6,,구례 섬진강 벚꽃길,57632
전라남도 구례군 토지면 운조루길 59,,38,128994,12,http://tong.visitkorea.or.kr/cms/resource/43/1606843_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/1606843_image3_1.jpg,127.5154423,35.2061201,6,,구례 운조루 고택,57624
전라남도 순천시 황전면 섬진강로 217,,38,2715620,12,http://tong.visitkorea.or.kr/cms/resource/92/2716292_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2716292_image3_1.jpg,127.4526572,35.16352381,,,구례구역,57900
전남 구례군 간전면 효곡리 366-1,,38,2795244,12,http://tong.visitkorea.or.kr/cms/resource/42/2796442_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2796442_image2_1.jpg,127.5406334,35.13918363,6,,구례목재문화체험장,
전라남도 구례군 산동면 계천리 산124-5,,38,2793278,12,http://tong.visitkorea.or.kr/cms/resource/41/2800041_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2800041_image2_1.jpg,127.4376232,35.34789164,6,,구례편백나무숲,57601
전라남도 구례군 구례읍 향교길 36,,38,1954835,12,,,127.4542589,35.20113904,6,,구례향교,57660
전라남도 진도군 의신사천길 26 운림예원,,38,2924016,12,http://tong.visitkorea.or.kr/cms/resource/01/2924001_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2924001_image3_1.jpg,126.2975678,34.4657885,6,,구름숲아토리,58934
전라남도 구례군 토지면 구산길 81-4,,38,2793267,12,http://tong.visitkorea.or.kr/cms/resource/59/2800059_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2800059_image2_1.jpg,127.528558,35.19906557,6,,구만마을,57624
전라남도 광양시 구봉산전망대길 155,,38,2654617,12,,,127.6427324,34.93652209,6,,구봉산 전망대,57769
전라남도 곡성군 오곡면 신풍리,,38,2616191,12,,,127.2787186,35.21164316,6,,구성재,57528
전라남도 진도군 임회면 상만길 58,,38,1624203,12,http://tong.visitkorea.or.kr/cms/resource/76/1609176_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1609176_image3_1.jpg,126.2140521,34.3838519,6,,구암사(진도군),58944
전라남도 여수시 어항단지로 116,(국동),38,2783148,12,http://tong.visitkorea.or.kr/cms/resource/71/2787571_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2787571_image2_1.jpg,127.7213781,34.72636091,6,,국동항,59765
전라남도 여수시 봉산동 100-40,,38,2778204,12,http://tong.visitkorea.or.kr/cms/resource/35/2796535_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2796535_image2_1.jpg,127.7250111,34.72783858,6,,국동항수변공원,
전라남도 순천시 낙안면 민속마을길 1600,,38,407254,12,http://tong.visitkorea.or.kr/cms/resource/03/1607803_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1607803_image3_1.jpg,127.3560025,34.9177637,6,,국립 낙안민속자연휴양림,57918
전라남도 장성군 북이면 방장로 353,(북이면),38,127168,12,http://tong.visitkorea.or.kr/cms/resource/97/2040897_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2040897_image3_1.jpg,126.7458042,35.44516322,6,,국립 방장산자연휴양림,57202
전라남도 장흥군 관산읍 칠관로 842-1150,,38,125419,12,http://tong.visitkorea.or.kr/cms/resource/42/2704942_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2704942_image3_1.jpg,126.8998852,34.54513393,6,,국립 천관산자연휴양림,59351
전라남도 구례군 마산면 화엄사로 402-31,,38,129446,12,http://tong.visitkorea.or.kr/cms/resource/34/1198634_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1198634_image3_1.jpg,127.4904991,35.24237391,6,,국립공원공단 종복원기술원,57616
전라남도 나주시 금성산길 116 국립나주숲체원,,38,2995966,12,,,126.7042095,35.04749362,6,,국립나주숲체원,58247
전라남도 장성군 방장로 353 방장산자연휴양림관리사무소,,38,2553976,12,http://tong.visitkorea.or.kr/cms/resource/79/2553979_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/79/2553979_image2_1.JPG,126.7514232,35.44408843,6,,국립장성숲체원,57202
전라남도 장성군 서삼면 추암로 716,,38,127394,12,http://tong.visitkorea.or.kr/cms/resource/38/2617838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2617838_image3_1.jpg,126.731463,35.36884663,6,,국립장성치유의숲,57231
전라남도 진도군 임회면 동령개길 1-92,,38,2754972,12,http://tong.visitkorea.or.kr/cms/resource/39/2755339_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2755339_image2_1.jpg,126.1864468,34.35757107,6,,국립진도자연휴양림,58945
전라남도 고흥군 동일면 덕흥양쪽길 200,,38,2673827,12,http://tong.visitkorea.or.kr/cms/resource/80/2672680_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2672680_image3_1.jpg,127.4682746,34.5330143,,,국립청소년우주센터,59567
전라남도 강진군 작천면 행정길 65-1,(작천면),38,1957353,12,,,126.7548048,34.71781214,6,,군자서원,59212
전라남도 곡성군 입면 제월군촌길 53,,38,250351,12,http://tong.visitkorea.or.kr/cms/resource/64/757464_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/757464_image3_1.jpg,127.2225624,35.32210195,6,,군지촌정사,57511
전라남도 보성군 회천면 군학길 23-1,,38,129101,12,http://tong.visitkorea.or.kr/cms/resource/91/1970891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1970891_image3_1.jpg,127.0578882,34.65040255,6,,군학마을,59475
전라남도 화순군 이서면 도원길 40-28,(이서면),38,127347,12,,,127.0176384,35.11775485,6,,규봉암(화순),58103
